complaint_id,atm_id,prediction_timestamp,label,victim_lat,victim_lon,atm_lat,atm_lon,haversine_distance_km,same_city,same_district,same_pincode,nearby_atm_count,geographic_similarity,location_type,in_geo_candidates,in_hotspot_candidates,in_network_candidates,in_behavioural_candidates,historical_complaints_as_of_T,historical_cashout_count_as_of_T,historical_cashout_rate_as_of_T,historical_avg_loss_as_of_T,historical_hotspot_score_as_of_T,hour,minute_bucket,day_of_week,is_weekend,holiday_flag,time_since_complaint_h,time_since_last_transaction_h,recent_activity_count,velocity_15m,velocity_30m,velocity_1h,velocity_3h,velocity_6h,velocity_24h,account_degree_as_of_T,cluster_size,fraud_cluster_membership,linked_complaint_count_as_of_T,account_type,is_synthetic_mule
CASE_001003,ATM_000289,2024-08-24 04:51:47.111538441,0,12.980201555757978,77.45807074912642,12.890909400270655,77.60473950651868,18.741,1,1,0,2,0.05066,Standalone Kiosk,1,0,0,0,1,1,0.9111,2765.53,0.6315,4,3,5,1,0,0.0,2.15,4,0,0,0,4,4,4,90,3,1,45,suspicious_hub,1
CASE_001003,ATM_000118,2024-08-24 04:51:47.111538441,0,12.980201555757978,77.45807074912642,13.134732197921853,80.33347937040632,311.936,0,0,0,1,0.0032,Residential Complex ATM,0,1,0,0,2,2,0.92,10267.6,1.0107,4,3,5,1,0,0.0,2.15,4,0,0,0,4,4,4,90,3,1,45,suspicious_hub,1
CASE_001003,ATM_000223,2024-08-24 04:51:47.111538441,0,12.980201555757978,77.45807074912642,13.189103767144722,80.26507209306659,304.905,0,0,0,1,0.00327,Hospital ATM,0,1,0,0,5,5,0.9385,83389.94,1.6815,4,3,5,1,0,0.0,2.15,4,0,0,0,4,4,4,90,3,1,45,suspicious_hub,1
CASE_001003,ATM_000228,2024-08-24 04:51:47.111538441,0,12.980201555757978,77.45807074912642,12.965478498822426,77.60160591219447,15.639,1,1,0,17,0.0601,Bank Branch ATM,1,1,0,0,3,3,0.8364,13245.15,1.1594,4,3,5,1,0,0.0,2.15,4,0,0,0,4,4,4,90,3,1,45,suspicious_hub,1
CASE_001003,ATM_000311,2024-08-24 04:51:47.111538441,0,12.980201555757978,77.45807074912642,13.032621712566838,77.68546359171873,25.316,1,1,0,4,0.038,Petrol Station ATM,1,0,0,0,0,0,0.9,25000.0,0.0,4,3,5,1,0,0.0,2.15,4,0,0,0,4,4,4,90,3,1,45,suspicious_hub,1
CASE_001003,ATM_000306,2024-08-24 04:51:47.111538441,0,12.980201555757978,77.45807074912642,28.623145565195355,77.14066011207886,1739.726,0,0,0,6,0.00057,Residential Complex ATM,0,0,1,0,1,1,0.9111,197117.92,0.6315,4,3,5,1,0,0.0,2.15,4,0,0,0,4,4,4,90,3,1,45,suspicious_hub,1
CASE_001003,ATM_000006,2024-08-24 04:51:47.111538441,0,12.980201555757978,77.45807074912642,22.778458741462313,75.93860984345183,1101.281,0,0,0,1,0.00091,Bus Terminal ATM,0,1,1,0,4,4,0.85,41946.71,1.368,4,3,5,1,0,0.0,2.15,4,0,0,0,4,4,4,90,3,1,45,suspicious_hub,1
CASE_001003,ATM_000067,2024-08-24 04:51:47.111538441,0,12.980201555757978,77.45807074912642,13.018204834127848,77.54074468340339,9.904,1,1,0,4,0.09171,Mall ATM,1,0,0,0,1,1,0.9111,18545.06,0.6315,4,3,5,1,0,0.0,2.15,4,0,0,0,4,4,4,90,3,1,45,suspicious_hub,1
CASE_001003,ATM_000242,2024-08-24 04:51:47.111538441,0,12.980201555757978,77.45807074912642,22.52969807378482,88.2824569449239,1561.142,0,0,0,1,0.00064,Bank Branch ATM,0,0,1,0,1,1,0.9111,1991.06,0.6315,4,3,5,1,0,0.0,2.15,4,0,0,0,4,4,4,90,3,1,45,suspicious_hub,1
CASE_001003,ATM_000280,2024-08-24 04:51:47.111538441,0,12.980201555757978,77.45807074912642,23.002582842473544,72.60846343532445,1226.427,0,0,0,5,0.00081,Market ATM,0,1,0,0,3,3,0.9273,8074.15,1.2855,4,3,5,1,0,0.0,2.15,4,0,0,0,4,4,4,90,3,1,45,suspicious_hub,1
CASE_001003,ATM_000240,2024-08-24 04:51:47.111538441,0,12.980201555757978,77.45807074912642,19.14182262226751,72.94805715683843,837.48,0,0,0,6,0.00119,Petrol Station ATM,0,1,0,0,4,4,0.9333,36054.79,1.5021,4,3,5,1,0,0.0,2.15,4,0,0,0,4,4,4,90,3,1,45,suspicious_hub,1
CASE_001003,ATM_000027,2024-08-24 04:51:47.111538441,0,12.980201555757978,77.45807074912642,12.95033523534078,77.57962653879115,13.584,1,1,0,18,0.06857,Bank Branch ATM,1,0,0,0,0,0,0.9,25000.0,0.0,4,3,5,1,0,0.0,2.15,4,0,0,0,4,4,4,90,3,1,45,suspicious_hub,1
CASE_001003,ATM_000017,2024-08-24 04:51:47.111538441,0,12.980201555757978,77.45807074912642,12.982896443923638,77.58376615140253,13.623,1,1,0,17,0.06839,Market ATM,1,0,0,0,0,0,0.9,25000.0,0.0,4,3,5,1,0,0.0,2.15,4,0,0,0,4,4,4,90,3,1,45,suspicious_hub,1
CASE_001003,ATM_000297,2024-08-24 04:51:47.111538441,0,12.980201555757978,77.45807074912642,22.735203387378554,75.94304101477319,1096.457,0,0,0,1,0.00091,Bank Branch ATM,0,1,1,0,9,9,0.8941,28957.79,2.0588,4,3,5,1,0,0.0,2.15,4,0,0,0,4,4,4,90,3,1,45,suspicious_hub,1
CASE_001003,ATM_000203,2024-08-24 04:51:47.111538441,0,12.980201555757978,77.45807074912642,13.038883467536111,77.66723371480546,23.582,1,1,0,4,0.04068,Standalone Kiosk,1,0,0,0,0,0,0.9,25000.0,0.0,4,3,5,1,0,0.0,2.15,4,0,0,0,4,4,4,90,3,1,45,suspicious_hub,1
CASE_001003,ATM_000322,2024-08-24 04:51:47.111538441,0,12.980201555757978,77.45807074912642,13.00731780206445,77.62564469028096,18.405,1,1,0,6,0.05153,Railway Station ATM,1,0,0,0,0,0,0.9,25000.0,0.0,4,3,5,1,0,0.0,2.15,4,0,0,0,4,4,4,90,3,1,45,suspicious_hub,1
CASE_001003,ATM_000170,2024-08-24 04:51:47.111538441,0,12.980201555757978,77.45807074912642,21.185514188320827,72.89145417459305,1033.209,0,0,0,0,0.00097,Market ATM,0,1,0,0,2,2,0.92,62342.31,1.0107,4,3,5,1,0,0.0,2.15,4,0,0,0,4,4,4,90,3,1,45,suspicious_hub,1
CASE_001003,ATM_000130,2024-08-24 04:51:47.111538441,0,12.980201555757978,77.45807074912642,17.381863535499495,78.45162698844055,500.915,0,0,0,12,0.00199,Railway Station ATM,0,0,1,0,1,1,0.9111,8276.41,0.6315,4,3,5,1,0,0.0,2.15,4,0,0,0,4,4,4,90,3,1,45,suspicious_hub,1
CASE_001003,ATM_000035,2024-08-24 04:51:47.111538441,0,12.980201555757978,77.45807074912642,12.970941707796804,77.59019717267921,14.354,1,1,0,16,0.06513,Railway Station ATM,1,0,0,0,2,2,0.92,11607.76,1.0107,4,3,5,1,0,0.0,2.15,4,0,0,0,4,4,4,90,3,1,45,suspicious_hub,1
CASE_001003,ATM_000377,2024-08-24 04:51:47.111538441,0,12.980201555757978,77.45807074912642,26.781409663198932,80.96271185047749,1577.486,0,0,0,4,0.00063,Standalone Kiosk,0,0,1,0,1,1,0.9111,45892.1,0.6315,4,3,5,1,0,0.0,2.15,4,0,0,0,4,4,4,90,3,1,45,suspicious_hub,1
CASE_001003,ATM_000237,2024-08-24 04:51:47.111538441,0,12.980201555757978,77.45807074912642,12.931570789651314,77.6572523843517,22.251,1,1,0,1,0.04301,Mall ATM,1,0,0,0,0,0,0.9,25000.0,0.0,4,3,5,1,0,0.0,2.15,4,0,0,0,4,4,4,90,3,1,45,suspicious_hub,1
CASE_001003,ATM_000146,2024-08-24 04:51:47.111538441,0,12.980201555757978,77.45807074912642,18.521843319164628,73.90778304556412,723.827,0,0,0,3,0.00138,Mall ATM,0,1,0,0,3,3,0.9273,43383.79,1.2855,4,3,5,1,0,0.0,2.15,4,0,0,0,4,4,4,90,3,1,45,suspicious_hub,1
CASE_001003,ATM_000358,2024-08-24 04:51:47.111538441,0,12.980201555757978,77.45807074912642,22.673181586555607,88.36425503087035,1577.962,0,0,0,1,0.00063,Residential Complex ATM,0,0,1,0,1,1,0.9111,10734.05,0.6315,4,3,5,1,0,0.0,2.15,4,0,0,0,4,4,4,90,3,1,45,suspicious_hub,1
CASE_001003,ATM_000298,2024-08-24 04:51:47.111538441,0,12.980201555757978,77.45807074912642,23.048251909433514,72.50790014305613,1235.464,0,0,0,2,0.00081,Petrol Station ATM,0,0,1,0,1,1,0.9111,2280.5,0.6315,4,3,5,1,0,0.0,2.15,4,0,0,0,4,4,4,90,3,1,45,suspicious_hub,1
CASE_001003,ATM_000327,2024-08-24 04:51:47.111538441,0,12.980201555757978,77.45807074912642,22.99589851238561,72.57126086103086,1227.402,0,0,0,10,0.00081,Mall ATM,0,1,0,0,3,3,0.8364,63901.77,1.1594,4,3,5,1,0,0.0,2.15,4,0,0,0,4,4,4,90,3,1,45,suspicious_hub,1
CASE_001003,ATM_000353,2024-08-24 04:51:47.111538441,0,12.980201555757978,77.45807074912642,12.993179480108086,77.60987326046228,16.511,1,1,0,16,0.05711,University ATM,1,0,0,0,0,0,0.9,25000.0,0.0,4,3,5,1,0,0.0,2.15,4,0,0,0,4,4,4,90,3,1,45,suspicious_hub,1
CASE_001003,ATM_000004,2024-08-24 04:51:47.111538441,0,12.980201555757978,77.45807074912642,13.072762724653366,80.26387571924367,304.135,0,0,0,15,0.00328,Bus Terminal ATM,0,1,0,0,5,5,0.9385,26604.23,1.6815,4,3,5,1,0,0.0,2.15,4,0,0,0,4,4,4,90,3,1,45,suspicious_hub,1
CASE_001003,ATM_000389,2024-08-24 04:51:47.111538441,0,12.980201555757978,77.45807074912642,19.132232363015927,72.94710985739454,836.673,0,0,0,8,0.00119,University ATM,0,1,0,0,3,3,0.9273,11135.39,1.2855,4,3,5,1,0,0.0,2.15,4,0,0,0,4,4,4,90,3,1,45,suspicious_hub,1
CASE_001003,ATM_000210,2024-08-24 04:51:47.111538441,0,12.980201555757978,77.45807074912642,12.925436933061711,77.60641484170263,17.19,1,1,0,6,0.05497,Mall ATM,1,0,0,0,1,1,0.9111,14486.63,0.6315,4,3,5,1,0,0.0,2.15,4,0,0,0,4,4,4,90,3,1,45,suspicious_hub,1
CASE_001003,ATM_000291,2024-08-24 04:51:47.111538441,0,12.980201555757978,77.45807074912642,23.024387860325554,72.60476029315736,1228.779,0,0,0,9,0.00081,Petrol Station ATM,0,1,0,0,3,3,0.9273,12827.12,1.2855,4,3,5,1,0,0.0,2.15,4,0,0,0,4,4,4,90,3,1,45,suspicious_hub,1
CASE_001003,ATM_000282,2024-08-24 04:51:47.111538441,0,12.980201555757978,77.45807074912642,19.051630192585513,73.01765242288891,825.068,0,0,0,5,0.00121,Hospital ATM,0,1,0,0,3,3,0.8364,7609.47,1.1594,4,3,5,1,0,0.0,2.15,4,0,0,0,4,4,4,90,3,1,45,suspicious_hub,1
CASE_001003,ATM_000169,2024-08-24 04:51:47.111538441,0,12.980201555757978,77.45807074912642,21.108460788270737,79.07395210235893,919.967,0,0,0,4,0.00109,Market ATM,0,0,1,0,1,1,0.9111,10968.26,0.6315,4,3,5,1,0,0.0,2.15,4,0,0,0,4,4,4,90,3,1,45,suspicious_hub,1
CASE_001003,ATM_000038,2024-08-24 04:51:47.111538441,0,12.980201555757978,77.45807074912642,13.025848086085105,77.58877860017694,15.043,1,1,0,7,0.06233,Market ATM,1,0,0,0,0,0,0.9,25000.0,0.0,4,3,5,1,0,0.0,2.15,4,0,0,0,4,4,4,90,3,1,45,suspicious_hub,1
CASE_001003,ATM_000246,2024-08-24 04:51:47.111538441,0,12.980201555757978,77.45807074912642,26.8694817950312,75.87953477374165,1553.148,0,0,0,0,0.00064,Market ATM,0,0,1,0,1,1,0.9111,19302.83,0.6315,4,3,5,1,0,0.0,2.15,4,0,0,0,4,4,4,90,3,1,45,suspicious_hub,1
CASE_001003,ATM_000198,2024-08-24 04:51:47.111538441,0,12.980201555757978,77.45807074912642,26.980908442155847,75.78841459480564,1566.487,0,0,0,2,0.00064,Bank Branch ATM,0,1,0,0,4,4,0.9333,30874.2,1.5021,4,3,5,1,0,0.0,2.15,4,0,0,0,4,4,4,90,3,1,45,suspicious_hub,1
CASE_001003,ATM_000384,2024-08-24 04:51:47.111538441,0,12.980201555757978,77.45807074912642,13.000743516487171,77.65449161142344,21.404,1,1,0,7,0.04463,Bank Branch ATM,1,0,0,0,0,0,0.9,25000.0,0.0,4,3,5,1,0,0.0,2.15,4,0,0,0,4,4,4,90,3,1,45,suspicious_hub,1
CASE_001003,ATM_000283,2024-08-24 04:51:47.111538441,0,12.980201555757978,77.45807074912642,18.522095770853554,73.8557727812762,726.784,0,0,0,8,0.00137,Petrol Station ATM,0,1,1,0,2,2,0.92,12477.33,1.0107,4,3,5,1,0,0.0,2.15,4,0,0,0,4,4,4,90,3,1,45,suspicious_hub,1
CASE_001004,ATM_000101,2025-06-24 11:50:52.296587964,0,26.765734287196256,80.90736747179474,26.768619192173965,80.96379808067807,5.612,1,1,0,2,0.15125,Standalone Kiosk,1,0,0,0,1,1,0.9111,98742.92,0.6315,11,3,1,0,0,0.0,2.07,4,0,0,0,1,4,4,57,2,1,33,mule,1
CASE_001004,ATM_000269,2025-06-24 11:50:52.296587964,0,26.765734287196256,80.90736747179474,19.107698538950824,72.88263004250993,1182.661,0,0,0,16,0.00084,Bank Branch ATM,0,1,0,0,6,6,0.9429,30861.93,1.8347,11,3,1,0,0,0.0,2.07,4,0,0,0,1,4,4,57,2,1,33,mule,1
CASE_001004,ATM_000178,2025-06-24 11:50:52.296587964,0,26.765734287196256,80.90736747179474,22.6681438064313,75.89798883939375,680.746,0,0,0,0,0.00147,Hospital ATM,0,1,1,0,18,18,0.9692,41329.09,2.8538,11,3,1,0,0,0.0,2.07,4,0,0,0,1,4,4,57,2,1,33,mule,1
CASE_001004,ATM_000382,2025-06-24 11:50:52.296587964,0,26.765734287196256,80.90736747179474,26.919571587666734,81.02185200548482,20.534,1,1,0,1,0.04644,Petrol Station ATM,1,0,0,0,0,0,0.9,25000.0,0.0,11,3,1,0,0,0.0,2.07,4,0,0,0,1,4,4,57,2,1,33,mule,1
CASE_001004,ATM_000108,2025-06-24 11:50:52.296587964,0,26.765734287196256,80.90736747179474,18.589901303342067,73.91787562266242,1157.282,0,0,0,3,0.00086,Market ATM,0,1,1,0,8,8,0.95,49546.22,2.0874,11,3,1,0,0,0.0,2.07,4,0,0,0,1,4,4,57,2,1,33,mule,1
CASE_001004,ATM_000110,2025-06-24 11:50:52.296587964,0,26.765734287196256,80.90736747179474,26.843222708791792,80.95968625369402,10.06,1,1,0,6,0.09042,Petrol Station ATM,1,0,0,0,0,0,0.9,25000.0,0.0,11,3,1,0,0,0.0,2.07,4,0,0,0,1,4,4,57,2,1,33,mule,1
CASE_001004,ATM_000386,2025-06-24 11:50:52.296587964,0,26.765734287196256,80.90736747179474,22.7369288913546,75.81971944977604,681.483,0,0,0,0,0.00147,Hospital ATM,0,1,0,0,22,22,0.9067,59456.61,2.8428,11,3,1,0,0,0.0,2.07,4,0,0,0,1,4,4,57,2,1,33,mule,1
CASE_001004,ATM_000062,2025-06-24 11:50:52.296587964,0,26.765734287196256,80.90736747179474,12.969744704543817,77.57861234021964,1572.784,0,0,0,16,0.00064,Market ATM,0,0,1,0,4,4,0.9333,22457.31,1.5021,11,3,1,0,0,0.0,2.07,4,0,0,0,1,4,4,57,2,1,33,mule,1
CASE_001004,ATM_000334,2025-06-24 11:50:52.296587964,0,26.765734287196256,80.90736747179474,26.9066317936065,75.74113436075218,512.794,0,0,0,4,0.00195,Railway Station ATM,0,1,0,0,6,6,0.9429,33947.73,1.8347,11,3,1,0,0,0.0,2.07,4,0,0,0,1,4,4,57,2,1,33,mule,1
CASE_001004,ATM_000162,2025-06-24 11:50:52.296587964,0,26.765734287196256,80.90736747179474,26.82255292645224,80.95799999485584,8.073,1,1,0,8,0.11022,Standalone Kiosk,1,0,0,0,0,0,0.9,25000.0,0.0,11,3,1,0,0,0.0,2.07,4,0,0,0,1,4,4,57,2,1,33,mule,1
CASE_001004,ATM_000116,2025-06-24 11:50:52.296587964,0,26.765734287196256,80.90736747179474,26.930292496888846,75.78119583030755,508.856,0,0,0,6,0.00196,Railway Station ATM,0,1,0,0,6,6,0.9429,14739.45,1.8347,11,3,1,0,0,0.0,2.07,4,0,0,0,1,4,4,57,2,1,33,mule,1
CASE_001004,ATM_000344,2025-06-24 11:50:52.296587964,0,26.765734287196256,80.90736747179474,17.385057689163343,78.48657407288304,1072.398,0,0,0,13,0.00093,Residential Complex ATM,0,1,0,0,5,5,0.8615,26825.89,1.5437,11,3,1,0,0,0.0,2.07,4,0,0,0,1,4,4,57,2,1,33,mule,1
CASE_001004,ATM_000055,2025-06-24 11:50:52.296587964,0,26.765734287196256,80.90736747179474,13.085036148706607,80.28059344946895,1522.625,0,0,0,13,0.00066,Mall ATM,0,1,0,0,6,6,0.9429,25260.28,1.8347,11,3,1,0,0,0.0,2.07,4,0,0,0,1,4,4,57,2,1,33,mule,1
CASE_001004,ATM_000180,2025-06-24 11:50:52.296587964,0,26.765734287196256,80.90736747179474,22.586746422822937,88.40071491243924,888.044,0,0,0,11,0.00112,University ATM,0,1,0,0,10,10,0.9,34500.15,2.1581,11,3,1,0,0,0.0,2.07,4,0,0,0,1,4,4,57,2,1,33,mule,1
CASE_001004,ATM_000125,2025-06-24 11:50:52.296587964,0,26.765734287196256,80.90736747179474,19.082563965212646,72.88949657268364,1184.237,0,0,0,25,0.00084,Standalone Kiosk,0,1,0,0,4,4,0.9333,18933.74,1.5021,11,3,1,0,0,0.0,2.07,4,0,0,0,1,4,4,57,2,1,33,mule,1
CASE_001004,ATM_000380,2025-06-24 11:50:52.296587964,0,26.765734287196256,80.90736747179474,22.59651120195155,88.46065298871946,892.618,0,0,0,3,0.00112,Market ATM,0,0,0,1,3,3,0.9273,86057.07,1.2855,11,3,1,0,0,0.0,2.07,4,0,0,0,1,4,4,57,2,1,33,mule,1
CASE_001004,ATM_000031,2025-06-24 11:50:52.296587964,0,26.765734287196256,80.90736747179474,22.495626098117945,88.29425663931455,884.522,0,0,0,1,0.00113,Residential Complex ATM,0,1,0,0,5,5,0.9385,60620.67,1.6815,11,3,1,0,0,0.0,2.07,4,0,0,0,1,4,4,57,2,1,33,mule,1
CASE_001004,ATM_000383,2025-06-24 11:50:52.296587964,0,26.765734287196256,80.90736747179474,22.614733544326302,88.39126645372609,885.536,0,0,0,8,0.00113,Railway Station ATM,0,0,1,1,1,1,0.9111,4148.9,0.6315,11,3,1,0,0,0.0,2.07,4,0,0,0,1,4,4,57,2,1,33,mule,1
CASE_001004,ATM_000176,2025-06-24 11:50:52.296587964,0,26.765734287196256,80.90736747179474,19.033545538500235,72.84141876415256,1191.669,0,0,0,8,0.00084,Railway Station ATM,0,1,0,0,10,10,0.9556,51022.27,2.2913,11,3,1,0,0,0.0,2.07,4,0,0,0,1,4,4,57,2,1,33,mule,1
CASE_001004,ATM_000167,2025-06-24 11:50:52.296587964,0,26.765734287196256,80.90736747179474,23.10143671627846,72.54542993473302,936.101,0,0,0,4,0.00107,Bank Branch ATM,0,1,0,0,6,6,0.9429,14765.56,1.8347,11,3,1,0,0,0.0,2.07,4,0,0,0,1,4,4,57,2,1,33,mule,1
CASE_001004,ATM_000161,2025-06-24 11:50:52.296587964,0,26.765734287196256,80.90736747179474,19.06714542643581,72.87550863111355,1186.494,0,0,0,21,0.00084,Residential Complex ATM,0,1,0,0,10,10,0.9,19046.84,2.1581,11,3,1,0,0,0.0,2.07,4,0,0,0,1,4,4,57,2,1,33,mule,1
CASE_001004,ATM_000226,2025-06-24 11:50:52.296587964,0,26.765734287196256,80.90736747179474,26.832292606363673,80.99338305519392,11.299,1,1,0,7,0.08131,Petrol Station ATM,1,0,0,0,0,0,0.9,25000.0,0.0,11,3,1,0,0,0.0,2.07,4,0,0,0,1,4,4,57,2,1,33,mule,1
CASE_001004,ATM_000086,2025-06-24 11:50:52.296587964,0,26.765734287196256,80.90736747179474,19.043575603739146,72.91107028466806,1185.921,0,0,0,15,0.00084,Bank Branch ATM,0,1,0,0,6,6,0.9429,6989.44,1.8347,11,3,1,0,0,0.0,2.07,4,0,0,0,1,4,4,57,2,1,33,mule,1
CASE_001004,ATM_000143,2025-06-24 11:50:52.296587964,0,26.765734287196256,80.90736747179474,26.8855842861817,81.038053560332,18.595,1,1,0,1,0.05103,Mall ATM,1,0,0,0,0,0,0.9,25000.0,0.0,11,3,1,0,0,0.0,2.07,4,0,0,0,1,4,4,57,2,1,33,mule,1
CASE_001004,ATM_000321,2025-06-24 11:50:52.296587964,0,26.765734287196256,80.90736747179474,26.818021241490687,80.89303487145207,5.986,1,1,0,1,0.14315,Bank Branch ATM,1,0,0,0,1,1,0.9111,10651.34,0.6315,11,3,1,0,0,0.0,2.07,4,0,0,0,1,4,4,57,2,1,33,mule,1
CASE_001004,ATM_000370,2025-06-24 11:50:52.296587964,0,26.765734287196256,80.90736747179474,26.96837587549417,75.82867978776605,504.236,0,0,0,4,0.00198,Hospital ATM,0,1,0,0,6,6,0.9429,12986.95,1.8347,11,3,1,0,0,0.0,2.07,4,0,0,0,1,4,4,57,2,1,33,mule,1
CASE_001004,ATM_000087,2025-06-24 11:50:52.296587964,0,26.765734287196256,80.90736747179474,13.04237547348726,80.30318609124991,1527.266,0,0,0,8,0.00065,Residential Complex ATM,0,1,0,1,5,5,0.8615,16397.98,1.5437,11,3,1,0,0,0.0,2.07,4,0,0,0,1,4,4,57,2,1,33,mule,1
CASE_001004,ATM_000295,2025-06-24 11:50:52.296587964,0,26.765734287196256,80.90736747179474,22.93821234751503,72.51648916351694,947.228,0,0,0,2,0.00105,Standalone Kiosk,0,1,0,1,7,7,0.9467,25235.76,1.9685,11,3,1,0,0,0.0,2.07,4,0,0,0,1,4,4,57,2,1,33,mule,1
CASE_001004,ATM_000132,2025-06-24 11:50:52.296587964,0,26.765734287196256,80.90736747179474,26.79406042424502,81.00804437478753,10.479,1,1,0,4,0.08712,Bank Branch ATM,1,0,0,0,0,0,0.9,25000.0,0.0,11,3,1,0,0,0.0,2.07,4,0,0,0,1,4,4,57,2,1,33,mule,1
CASE_001004,ATM_000333,2025-06-24 11:50:52.296587964,0,26.765734287196256,80.90736747179474,13.092670157524704,80.27767499995733,1521.79,0,0,0,12,0.00066,Petrol Station ATM,0,1,0,0,12,12,0.96,54939.47,2.4624,11,3,1,0,0,0.0,2.07,4,0,0,0,1,4,4,57,2,1,33,mule,1
CASE_001004,ATM_000151,2025-06-24 11:50:52.296587964,0,26.765734287196256,80.90736747179474,22.9727121741609,72.56078065791901,941.415,0,0,0,4,0.00106,Bank Branch ATM,0,1,0,0,9,9,0.8353,26092.41,1.9233,11,3,1,0,0,0.0,2.07,4,0,0,0,1,4,4,57,2,1,33,mule,1
CASE_001004,ATM_000313,2025-06-24 11:50:52.296587964,0,26.765734287196256,80.90736747179474,18.456075024739004,73.79326097893265,1177.073,0,0,0,0,0.00085,Residential Complex ATM,0,1,1,0,9,9,0.9529,52423.48,2.1942,11,3,1,0,0,0.0,2.07,4,0,0,0,1,4,4,57,2,1,33,mule,1
CASE_001004,ATM_000186,2025-06-24 11:50:52.296587964,0,26.765734287196256,80.90736747179474,13.14259936414573,80.23722682211573,1516.431,0,0,0,3,0.00066,Residential Complex ATM,0,1,0,0,14,14,0.9182,71770.91,2.4865,11,3,1,0,0,0.0,2.07,4,0,0,0,1,4,4,57,2,1,33,mule,1
CASE_001004,ATM_000296,2025-06-24 11:50:52.296587964,1,26.765734287196256,80.90736747179474,26.798367487152287,80.98058649230224,8.124,1,1,0,7,0.10961,Market ATM,1,0,0,0,0,0,0.9,25000.0,0.0,11,3,1,0,0,0.0,2.07,4,0,0,0,1,4,4,57,2,1,33,mule,1
CASE_001004,ATM_000244,2025-06-24 11:50:52.296587964,0,26.765734287196256,80.90736747179474,12.958407667174459,77.57238012769452,1574.16,0,0,0,15,0.00063,Railway Station ATM,0,1,0,0,7,7,0.8133,20234.63,1.6913,11,3,1,0,0,0.0,2.07,4,0,0,0,1,4,4,57,2,1,33,mule,1
CASE_001004,ATM_000014,2025-06-24 11:50:52.296587964,0,26.765734287196256,80.90736747179474,22.93891637098737,72.51796872006797,947.057,0,0,0,2,0.00105,Residential Complex ATM,0,1,0,0,5,5,0.9385,79097.11,1.6815,11,3,1,0,0,0.0,2.07,4,0,0,0,1,4,4,57,2,1,33,mule,1
CASE_001004,ATM_000194,2025-06-24 11:50:52.296587964,0,26.765734287196256,80.90736747179474,23.03781946874166,72.6397004783593,930.873,0,0,0,1,0.00107,Mall ATM,0,1,0,0,13,13,0.9619,23529.63,2.5385,11,3,1,0,0,0.0,2.07,4,0,0,0,1,4,4,57,2,1,33,mule,1
CASE_001004,ATM_000227,2025-06-24 11:50:52.296587964,0,26.765734287196256,80.90736747179474,19.15718362687224,72.84831105016114,1181.054,0,0,0,2,0.00085,Mall ATM,0,0,1,0,1,1,0.9111,1268.01,0.6315,11,3,1,0,0,0.0,2.07,4,0,0,0,1,4,4,57,2,1,33,mule,1
CASE_001004,ATM_000343,2025-06-24 11:50:52.296587964,0,26.765734287196256,80.90736747179474,23.068518809346262,72.48325002482707,943.433,0,0,0,2,0.00106,Bank Branch ATM,0,1,0,0,5,5,0.8615,7242.72,1.5437,11,3,1,0,0,0.0,2.07,4,0,0,0,1,4,4,57,2,1,33,mule,1
CASE_001004,ATM_000118,2025-06-24 11:50:52.296587964,0,26.765734287196256,80.90736747179474,13.134732197921853,80.33347937040632,1516.877,0,0,0,1,0.00066,Residential Complex ATM,0,1,0,0,12,12,0.96,58717.75,2.4624,11,3,1,0,0,0.0,2.07,4,0,0,0,1,4,4,57,2,1,33,mule,1
CASE_001004,ATM_000235,2025-06-24 11:50:52.296587964,0,26.765734287196256,80.90736747179474,26.84209769237251,80.94906536069078,9.446,1,1,0,6,0.09573,Residential Complex ATM,1,0,0,0,3,3,0.9273,9328.66,1.2855,11,3,1,0,0,0.0,2.07,4,0,0,0,1,4,4,57,2,1,33,mule,1
CASE_001004,ATM_000223,2025-06-24 11:50:52.296587964,0,26.765734287196256,80.90736747179474,13.189103767144722,80.26507209306659,1511.134,0,0,0,1,0.00066,Hospital ATM,0,1,0,0,18,18,0.9692,40125.17,2.8538,11,3,1,0,0,0.0,2.07,4,0,0,0,1,4,4,57,2,1,33,mule,1
CASE_001004,ATM_000323,2025-06-24 11:50:52.296587964,0,26.765734287196256,80.90736747179474,21.147720468146318,79.08459152499843,651.542,0,0,0,5,0.00153,Standalone Kiosk,0,0,1,0,2,2,0.92,88191.35,1.0107,11,3,1,0,0,0.0,2.07,4,0,0,0,1,4,4,57,2,1,33,mule,1
CASE_001004,ATM_000191,2025-06-24 11:50:52.296587964,0,26.765734287196256,80.90736747179474,26.77478793131292,80.86788868362937,4.047,1,1,0,0,0.19815,Bank Branch ATM,1,0,0,0,0,0,0.9,25000.0,0.0,11,3,1,0,0,0.0,2.07,4,0,0,0,1,4,4,57,2,1,33,mule,1
CASE_001004,ATM_000006,2025-06-24 11:50:52.296587964,0,26.765734287196256,80.90736747179474,22.778458741462313,75.93860984345183,669.359,0,0,0,1,0.00149,Bus Terminal ATM,0,1,0,0,13,13,0.8667,45756.44,2.2872,11,3,1,0,0,0.0,2.07,4,0,0,0,1,4,4,57,2,1,33,mule,1
