complaint_id,cluster_id,chain_accounts,cashout_account_id,pattern_used
CASE_000818,CLUSTER_0021,ACC_000702|ACC_000659|ACC_000404,ACC_000404,D
CASE_000819,CLUSTER_0027,ACC_001180|ACC_000694|ACC_000880|ACC_000652,ACC_000652,A
CASE_000820,CLUSTER_0008,ACC_001360|ACC_001507|ACC_001647,ACC_001647,A
CASE_000821,CLUSTER_0012,ACC_000110|ACC_000139|ACC_000767,ACC_000767,A
CASE_000822,CLUSTER_0025,ACC_000783|ACC_000467|ACC_001288,ACC_001288,A
CASE_000823,CLUSTER_0010,ACC_000917|ACC_001350|ACC_000052,ACC_000052,A
CASE_000824,CLUSTER_0026,ACC_000989|ACC_001365|ACC_001629|ACC_001349,ACC_001349,E
CASE_000825,CLUSTER_0013,ACC_000076|ACC_001300|ACC_000011,ACC_000011,D
CASE_000826,CLUSTER_0021,ACC_001101|ACC_000404|ACC_000659,ACC_000659,B
CASE_000827,CLUSTER_0010,ACC_000280|ACC_000052|ACC_001350,ACC_001350,A
CASE_000828,CLUSTER_0013,ACC_001360|ACC_001300|ACC_000011,ACC_000011,A
CASE_000829,CLUSTER_0020,ACC_001742|ACC_000023|ACC_000775|ACC_000480,ACC_000480,B
CASE_000830,CLUSTER_0026,ACC_000560|ACC_001238|ACC_001365|ACC_001629,ACC_001629,A
CASE_000831,CLUSTER_0015,ACC_001139|ACC_001267|ACC_001050,ACC_001050,B
CASE_000832,CLUSTER_0025,ACC_000556|ACC_000093|ACC_001288|ACC_000467|ACC_001288,ACC_001288,A
CASE_000833,CLUSTER_0010,ACC_000252|ACC_001350|ACC_000052,ACC_000052,A
CASE_000834,CLUSTER_0005,ACC_000186|ACC_001788|ACC_000820|ACC_001046|ACC_001592,ACC_001592,A
CASE_000835,CLUSTER_0025,ACC_000168|ACC_001625|ACC_001288,ACC_001288,D
CASE_000836,CLUSTER_0023,ACC_000223|ACC_000366|ACC_001335|ACC_000533,ACC_000533,A
CASE_000837,CLUSTER_0008,ACC_001110|ACC_001647|ACC_001507,ACC_001507,B
CASE_000838,CLUSTER_0003,ACC_001646|ACC_000272|ACC_000660|ACC_000823|ACC_000660,ACC_000660,A
CASE_000839,CLUSTER_0025,ACC_000108|ACC_000093|ACC_001625|ACC_000093,ACC_000093,D
CASE_000840,CLUSTER_0010,ACC_001695|ACC_000052|ACC_001350,ACC_001350,B
CASE_000841,CLUSTER_0020,ACC_001757|ACC_000023|ACC_000480,ACC_000480,E
CASE_000842,CLUSTER_0025,ACC_001036|ACC_000093|ACC_001288,ACC_001288,A
CASE_000843,CLUSTER_0020,ACC_001770|ACC_000775|ACC_000023,ACC_000023,B
CASE_000844,CLUSTER_0025,ACC_000693|ACC_001625|ACC_000093|ACC_001625,ACC_001625,D
CASE_000845,CLUSTER_0005,ACC_000078|ACC_000820|ACC_001592,ACC_001592,A
CASE_000846,CLUSTER_0017,ACC_000167|ACC_001768|ACC_000819|ACC_001768,ACC_001768,B
CASE_000847,CLUSTER_0010,ACC_000345|ACC_001350|ACC_000052,ACC_000052,A
CASE_000848,CLUSTER_0015,ACC_001746|ACC_001267|ACC_001050,ACC_001050,E
CASE_000849,CLUSTER_0023,ACC_000072|ACC_000533|ACC_000287|ACC_001335,ACC_001335,B
CASE_000850,CLUSTER_0025,ACC_001473|ACC_000093|ACC_001288|ACC_001625,ACC_001625,A
CASE_000851,CLUSTER_0010,ACC_000222|ACC_001350|ACC_000052,ACC_000052,A
CASE_000852,CLUSTER_0013,ACC_000919|ACC_001300|ACC_000011,ACC_000011,A
CASE_000853,CLUSTER_0017,ACC_001698|ACC_000819|ACC_001296|ACC_001768,ACC_001768,B
CASE_000854,CLUSTER_0012,ACC_000089|ACC_000139|ACC_001308|ACC_000767,ACC_000767,A
CASE_000855,CLUSTER_0010,ACC_001317|ACC_001350|ACC_000052,ACC_000052,A
CASE_000856,CLUSTER_0025,ACC_001692|ACC_000093|ACC_000467,ACC_000467,D
CASE_000857,CLUSTER_0025,ACC_000101|ACC_001625|ACC_000467|ACC_001625,ACC_001625,A
CASE_000858,CLUSTER_0005,ACC_000920|ACC_001592|ACC_001046,ACC_001046,B
CASE_000859,CLUSTER_0025,ACC_000116|ACC_001625|ACC_001288,ACC_001288,A
CASE_000860,CLUSTER_0023,ACC_001186|ACC_000287|ACC_000267|ACC_000366,ACC_000366,D
CASE_000861,CLUSTER_0012,ACC_000762|ACC_001308|ACC_000139|ACC_000767,ACC_000767,A
CASE_000862,CLUSTER_0021,ACC_001646|ACC_000404|ACC_000659,ACC_000659,D
CASE_000863,CLUSTER_0019,ACC_000475|ACC_001690|ACC_000753,ACC_000753,D
CASE_000864,CLUSTER_0010,ACC_000700|ACC_000052|ACC_001350,ACC_001350,A
CASE_000865,CLUSTER_0008,ACC_000518|ACC_001507|ACC_001647,ACC_001647,A
CASE_000866,CLUSTER_0020,ACC_001205|ACC_000775|ACC_000480|ACC_000023,ACC_000023,B
CASE_000867,CLUSTER_0005,ACC_000078|ACC_001046|ACC_001592|ACC_000782,ACC_000782,B
CASE_000868,CLUSTER_0023,ACC_000249|ACC_000366|ACC_000287,ACC_000287,B
CASE_000869,CLUSTER_0021,ACC_000242|ACC_000659|ACC_000404,ACC_000404,B
CASE_000870,CLUSTER_0021,ACC_001118|ACC_000404|ACC_000659,ACC_000659,B
CASE_000871,CLUSTER_0020,ACC_001522|ACC_000775|ACC_000023|ACC_000775,ACC_000775,B
CASE_000872,CLUSTER_0021,ACC_001530|ACC_000404|ACC_000659,ACC_000659,B
CASE_000873,CLUSTER_0025,ACC_000968|ACC_001288|ACC_001625,ACC_001625,A
CASE_000874,CLUSTER_0020,ACC_001404|ACC_000023|ACC_000775|ACC_000480,ACC_000480,E
CASE_000875,CLUSTER_0012,ACC_001055|ACC_000767|ACC_001308|ACC_000767,ACC_000767,A
CASE_000876,CLUSTER_0023,ACC_000605|ACC_000287|ACC_000267|ACC_001335,ACC_001335,B
CASE_000877,CLUSTER_0013,ACC_000255|ACC_000011|ACC_001300,ACC_001300,A
CASE_000878,CLUSTER_0025,ACC_000656|ACC_001625|ACC_000467,ACC_000467,A
CASE_000879,CLUSTER_0017,ACC_000738|ACC_001296|ACC_000819|ACC_001768,ACC_001768,A
CASE_000880,CLUSTER_0012,ACC_000520|ACC_000767|ACC_001308|ACC_000139,ACC_000139,A
CASE_000881,CLUSTER_0008,ACC_001052|ACC_001507|ACC_001647,ACC_001647,A
CASE_000882,CLUSTER_0013,ACC_001715|ACC_001300|ACC_000011,ACC_000011,E
CASE_000883,CLUSTER_0020,ACC_000903|ACC_000480|ACC_000023|ACC_000480,ACC_000480,A
CASE_000884,CLUSTER_0008,ACC_001162|ACC_001647|ACC_001507,ACC_001507,B
CASE_000885,CLUSTER_0026,ACC_000312|ACC_001365|ACC_001238|ACC_001365,ACC_001365,A
CASE_000886,CLUSTER_0021,ACC_001730|ACC_000404|ACC_000659,ACC_000659,A
CASE_000887,CLUSTER_0023,ACC_000869|ACC_000267|ACC_001335|ACC_000267,ACC_000267,A
CASE_000888,CLUSTER_0008,ACC_000458|ACC_001647|ACC_001507,ACC_001507,B
CASE_000889,CLUSTER_0016,ACC_001266|ACC_001703|ACC_000319|ACC_001762,ACC_001762,B
CASE_000890,CLUSTER_0015,ACC_000192|ACC_001267|ACC_001050,ACC_001050,D
CASE_000891,CLUSTER_0021,ACC_000833|ACC_000404|ACC_000659,ACC_000659,B
CASE_000892,CLUSTER_0019,ACC_001671|ACC_001690|ACC_000753|ACC_001690,ACC_001690,A
CASE_000893,CLUSTER_0012,ACC_000336|ACC_000139|ACC_001308,ACC_001308,A
CASE_000894,CLUSTER_0023,ACC_000336|ACC_001335|ACC_000267,ACC_000267,A
CASE_000895,CLUSTER_0023,ACC_000199|ACC_000267|ACC_000287|ACC_000267|ACC_001335,ACC_001335,D
CASE_000896,CLUSTER_0017,ACC_000703|ACC_001768|ACC_001296|ACC_001768,ACC_001768,D
CASE_000897,CLUSTER_0025,ACC_001662|ACC_000467|ACC_001288|ACC_000467|ACC_001288,ACC_001288,D
CASE_000898,CLUSTER_0010,ACC_000119|ACC_001350|ACC_000052,ACC_000052,B
CASE_000899,CLUSTER_0020,ACC_000541|ACC_000775|ACC_000023|ACC_000480,ACC_000480,B
CASE_000900,CLUSTER_0025,ACC_001695|ACC_000093|ACC_001625|ACC_001288|ACC_001625,ACC_001625,A
CASE_000901,CLUSTER_0023,ACC_000462|ACC_000287|ACC_000366,ACC_000366,E
CASE_000902,CLUSTER_0020,ACC_000826|ACC_000480|ACC_000775|ACC_000480,ACC_000480,B
CASE_000903,CLUSTER_0008,ACC_001186|ACC_001507|ACC_001647,ACC_001647,A
CASE_000904,CLUSTER_0005,ACC_001466|ACC_001592|ACC_000309|ACC_001592,ACC_001592,B
CASE_000905,CLUSTER_0021,ACC_001683|ACC_000659|ACC_000404,ACC_000404,B
CASE_000906,CLUSTER_0017,ACC_001024|ACC_001768|ACC_001296|ACC_001768,ACC_001768,D
CASE_000907,CLUSTER_0017,ACC_000062|ACC_001296|ACC_000819|ACC_001296,ACC_001296,D
CASE_000908,CLUSTER_0015,ACC_001455|ACC_001267|ACC_001050,ACC_001050,B
CASE_000909,CLUSTER_0010,ACC_001673|ACC_000052|ACC_001350,ACC_001350,A
CASE_000910,CLUSTER_0020,ACC_001666|ACC_000023|ACC_000775|ACC_000480,ACC_000480,B
CASE_000911,CLUSTER_0015,ACC_000921|ACC_001267|ACC_001050,ACC_001050,D
CASE_000912,CLUSTER_0008,ACC_001706|ACC_001647|ACC_001507,ACC_001507,B
CASE_000913,CLUSTER_0025,ACC_000116|ACC_001288|ACC_000093,ACC_000093,D
CASE_000914,CLUSTER_0020,ACC_001554|ACC_000480|ACC_000775|ACC_000480,ACC_000480,B
CASE_000915,CLUSTER_0012,ACC_001786|ACC_001308|ACC_000767|ACC_000139,ACC_000139,B
CASE_000916,CLUSTER_0023,ACC_001089|ACC_000533|ACC_001335|ACC_000287|ACC_001335,ACC_001335,D
CASE_000917,CLUSTER_0025,ACC_001179|ACC_001625|ACC_001288|ACC_001625|ACC_000093,ACC_000093,A
CASE_000918,CLUSTER_0012,ACC_001562|ACC_001308|ACC_000767|ACC_000139,ACC_000139,A
CASE_000919,CLUSTER_0025,ACC_000166|ACC_000467|ACC_000093|ACC_000467|ACC_001625,ACC_001625,D
CASE_000920,CLUSTER_0020,ACC_001480|ACC_000023|ACC_000480|ACC_000023,ACC_000023,B
CASE_000921,CLUSTER_0012,ACC_000824|ACC_001308|ACC_000767,ACC_000767,A
CASE_000922,CLUSTER_0023,ACC_001118|ACC_000366|ACC_001335,ACC_001335,E
CASE_000923,CLUSTER_0021,ACC_000840|ACC_000659|ACC_000404,ACC_000404,D
CASE_000924,CLUSTER_0025,ACC_001301|ACC_000467|ACC_000093|ACC_001288|ACC_001625,ACC_001625,D
CASE_000925,CLUSTER_0025,ACC_001519|ACC_001625|ACC_000093|ACC_001625,ACC_001625,A
CASE_000926,CLUSTER_0021,ACC_001163|ACC_000404|ACC_000659,ACC_000659,B
CASE_000927,CLUSTER_0021,ACC_001312|ACC_000659|ACC_000404,ACC_000404,B
CASE_000928,CLUSTER_0011,ACC_000518|ACC_000190|ACC_000961,ACC_000961,E
CASE_000929,CLUSTER_0023,ACC_000796|ACC_000533|ACC_000267|ACC_000366|ACC_001335,ACC_001335,A
CASE_000930,CLUSTER_0025,ACC_001147|ACC_001288|ACC_000093|ACC_001625,ACC_001625,A
CASE_000931,CLUSTER_0027,ACC_000687|ACC_000880|ACC_000694|ACC_000652|ACC_000694,ACC_000694,A
CASE_000932,CLUSTER_0011,ACC_001671|ACC_000190|ACC_000961,ACC_000961,E
CASE_000933,CLUSTER_0020,ACC_000450|ACC_000775|ACC_000480|ACC_000775,ACC_000775,B
CASE_000934,CLUSTER_0026,ACC_000512|ACC_001349|ACC_001365,ACC_001365,A
CASE_000935,CLUSTER_0023,ACC_000512|ACC_000267|ACC_000366|ACC_000287,ACC_000287,B
CASE_000936,CLUSTER_0013,ACC_000409|ACC_000011|ACC_001300,ACC_001300,A
CASE_000937,CLUSTER_0005,ACC_000159|ACC_001046|ACC_000309|ACC_000782,ACC_000782,D
CASE_000938,CLUSTER_0026,ACC_001771|ACC_001293|ACC_001238,ACC_001238,B
CASE_000939,CLUSTER_0021,ACC_000270|ACC_000659|ACC_000404,ACC_000404,D
CASE_000940,CLUSTER_0025,ACC_001622|ACC_000093|ACC_000467,ACC_000467,A
CASE_000941,CLUSTER_0008,ACC_000312|ACC_001647|ACC_001507,ACC_001507,D
CASE_000942,CLUSTER_0020,ACC_001357|ACC_000480|ACC_000023|ACC_000480,ACC_000480,A
CASE_000943,CLUSTER_0025,ACC_001310|ACC_001288|ACC_000467|ACC_001288|ACC_000467,ACC_000467,D
CASE_000944,CLUSTER_0021,ACC_000029|ACC_000659|ACC_000404,ACC_000404,B
CASE_000945,CLUSTER_0015,ACC_001315|ACC_001267|ACC_001050,ACC_001050,D
CASE_000946,CLUSTER_0012,ACC_000721|ACC_000139|ACC_001308|ACC_000139,ACC_000139,A
CASE_000947,CLUSTER_0008,ACC_000539|ACC_001647|ACC_001507,ACC_001507,B
CASE_000948,CLUSTER_0001,ACC_000370|ACC_000068|ACC_000091|ACC_000068,ACC_000068,A
CASE_000949,CLUSTER_0013,ACC_000919|ACC_000011|ACC_001300,ACC_001300,A
CASE_000950,CLUSTER_0020,ACC_001084|ACC_000775|ACC_000023,ACC_000023,A
CASE_000951,CLUSTER_0025,ACC_001140|ACC_000467|ACC_000093,ACC_000093,D
CASE_000952,CLUSTER_0027,ACC_001176|ACC_000694|ACC_000652|ACC_000694|ACC_000880,ACC_000880,A
CASE_000953,CLUSTER_0008,ACC_001686|ACC_001507|ACC_001647,ACC_001647,B
CASE_000954,CLUSTER_0012,ACC_000444|ACC_001308|ACC_000139|ACC_000767,ACC_000767,A
CASE_000955,CLUSTER_0005,ACC_001663|ACC_000309|ACC_001788|ACC_001592,ACC_001592,A
CASE_000956,CLUSTER_0013,ACC_000085|ACC_000011|ACC_001300,ACC_001300,D
CASE_000957,CLUSTER_0021,ACC_000257|ACC_000404|ACC_000659,ACC_000659,B
CASE_000958,CLUSTER_0017,ACC_000565|ACC_001296|ACC_000819|ACC_001768,ACC_001768,A
CASE_000959,CLUSTER_0024,ACC_001742|ACC_001085|ACC_000378|ACC_001085|ACC_001178,ACC_001178,A
CASE_000960,CLUSTER_0006,ACC_001044|ACC_001133|ACC_001065|ACC_001150|ACC_001133,ACC_001133,D
CASE_000961,CLUSTER_0021,ACC_000719|ACC_000659|ACC_000404,ACC_000404,A
CASE_000962,CLUSTER_0027,ACC_000941|ACC_000694|ACC_000652|ACC_000880|ACC_000652,ACC_000652,B
CASE_000963,CLUSTER_0010,ACC_000869|ACC_000052|ACC_001350,ACC_001350,D
CASE_000964,CLUSTER_0026,ACC_001128|ACC_001349|ACC_001365|ACC_001238,ACC_001238,E
CASE_000965,CLUSTER_0023,ACC_001538|ACC_000287|ACC_000366,ACC_000366,D
CASE_000966,CLUSTER_0013,ACC_001357|ACC_000011|ACC_001300,ACC_001300,D
CASE_000967,CLUSTER_0017,ACC_000244|ACC_001296|ACC_000819,ACC_000819,D
CASE_000968,CLUSTER_0008,ACC_001787|ACC_001647|ACC_001507,ACC_001507,A
CASE_000969,CLUSTER_0022,ACC_001756|ACC_001114|ACC_001709|ACC_001114,ACC_001114,A
CASE_000970,CLUSTER_0020,ACC_001116|ACC_000775|ACC_000023|ACC_000775,ACC_000775,B
CASE_000971,CLUSTER_0010,ACC_000585|ACC_000052|ACC_001350,ACC_001350,A
CASE_000972,CLUSTER_0020,ACC_001095|ACC_000023|ACC_000480|ACC_000775,ACC_000775,B
CASE_000973,CLUSTER_0026,ACC_001496|ACC_001238|ACC_001629|ACC_001293|ACC_001238,ACC_001238,A
CASE_000974,CLUSTER_0026,ACC_000589|ACC_001629|ACC_001293,ACC_001293,A
CASE_000975,CLUSTER_0023,ACC_001094|ACC_001335|ACC_000533|ACC_000267,ACC_000267,D
CASE_000976,CLUSTER_0010,ACC_000223|ACC_001350|ACC_000052,ACC_000052,A
CASE_000977,CLUSTER_0015,ACC_000538|ACC_001050|ACC_001267,ACC_001267,B
CASE_000978,CLUSTER_0021,ACC_001018|ACC_000659|ACC_000404,ACC_000404,B
CASE_000979,CLUSTER_0010,ACC_001589|ACC_001350|ACC_000052,ACC_000052,A
CASE_000980,CLUSTER_0025,ACC_000760|ACC_001625|ACC_000093,ACC_000093,A
CASE_000981,CLUSTER_0023,ACC_000598|ACC_000287|ACC_001335|ACC_000287,ACC_000287,A
CASE_000982,CLUSTER_0012,ACC_001176|ACC_000139|ACC_001308|ACC_000767,ACC_000767,A
CASE_000983,CLUSTER_0025,ACC_000365|ACC_000467|ACC_000093,ACC_000093,D
CASE_000984,CLUSTER_0023,ACC_000271|ACC_000267|ACC_000533|ACC_001335,ACC_001335,B
CASE_000985,CLUSTER_0025,ACC_000129|ACC_001625|ACC_000093,ACC_000093,D
CASE_000986,CLUSTER_0021,ACC_001640|ACC_000404|ACC_000659,ACC_000659,D
CASE_000987,CLUSTER_0026,ACC_001543|ACC_001629|ACC_001293|ACC_001349|ACC_001293,ACC_001293,A
CASE_000988,CLUSTER_0025,ACC_000993|ACC_001625|ACC_000093|ACC_000467|ACC_000093,ACC_000093,A
CASE_000989,CLUSTER_0025,ACC_000257|ACC_001625|ACC_000093|ACC_001625|ACC_001288,ACC_001288,A
CASE_000990,CLUSTER_0025,ACC_000426|ACC_001288|ACC_001625|ACC_000467,ACC_000467,D
CASE_000991,CLUSTER_0021,ACC_001706|ACC_000404|ACC_000659,ACC_000659,D
CASE_000992,CLUSTER_0025,ACC_000150|ACC_000467|ACC_001625,ACC_001625,D
CASE_000993,CLUSTER_0015,ACC_001442|ACC_001267|ACC_001050,ACC_001050,D
CASE_000994,CLUSTER_0008,ACC_000806|ACC_001647|ACC_001507,ACC_001507,B
CASE_000995,CLUSTER_0020,ACC_000101|ACC_000775|ACC_000023,ACC_000023,B
CASE_000996,CLUSTER_0010,ACC_001112|ACC_000052|ACC_001350,ACC_001350,A
CASE_000997,CLUSTER_0010,ACC_000603|ACC_001350|ACC_000052,ACC_000052,A
CASE_000998,CLUSTER_0020,ACC_001153|ACC_000023|ACC_000775|ACC_000023,ACC_000023,B
CASE_000999,CLUSTER_0012,ACC_000738|ACC_000767|ACC_000139|ACC_000767,ACC_000767,A
CASE_001000,CLUSTER_0002,ACC_000167|ACC_001727|ACC_001006,ACC_001006,A
CASE_001001,CLUSTER_0012,ACC_000442|ACC_001308|ACC_000767,ACC_000767,B
CASE_001002,CLUSTER_0020,ACC_000769|ACC_000775|ACC_000023,ACC_000023,B
CASE_001003,CLUSTER_0020,ACC_000497|ACC_000480|ACC_000023,ACC_000023,E
CASE_001004,CLUSTER_0013,ACC_000869|ACC_001300|ACC_000011,ACC_000011,A
CASE_001005,CLUSTER_0023,ACC_001201|ACC_000267|ACC_000533,ACC_000533,B
CASE_001006,CLUSTER_0012,ACC_001298|ACC_000767|ACC_000139,ACC_000139,A
CASE_001007,CLUSTER_0023,ACC_000689|ACC_000267|ACC_000366,ACC_000366,A
CASE_001008,CLUSTER_0010,ACC_001180|ACC_000052|ACC_001350,ACC_001350,D
CASE_001009,CLUSTER_0008,ACC_001619|ACC_001507|ACC_001647,ACC_001647,D
CASE_001010,CLUSTER_0014,ACC_001511|ACC_001393|ACC_001630|ACC_001393,ACC_001393,B
CASE_001011,CLUSTER_0025,ACC_001287|ACC_001625|ACC_000093|ACC_001625|ACC_001288,ACC_001288,D
CASE_001012,CLUSTER_0023,ACC_001742|ACC_000533|ACC_000267,ACC_000267,D
CASE_001013,CLUSTER_0023,ACC_001789|ACC_000287|ACC_000533|ACC_001335|ACC_000267,ACC_000267,E
CASE_001014,CLUSTER_0008,ACC_001058|ACC_001507|ACC_001647,ACC_001647,B
CASE_001015,CLUSTER_0010,ACC_000488|ACC_000052|ACC_001350,ACC_001350,A
CASE_001016,CLUSTER_0021,ACC_001563|ACC_000659|ACC_000404,ACC_000404,A
CASE_001017,CLUSTER_0023,ACC_000971|ACC_000287|ACC_000267,ACC_000267,D
CASE_001018,CLUSTER_0017,ACC_000594|ACC_001768|ACC_000819|ACC_001768,ACC_001768,E
CASE_001019,CLUSTER_0025,ACC_001443|ACC_001288|ACC_001625|ACC_000467,ACC_000467,D
CASE_001020,CLUSTER_0026,ACC_001332|ACC_001238|ACC_001365|ACC_001349|ACC_001629,ACC_001629,E
CASE_001021,CLUSTER_0010,ACC_001229|ACC_000052|ACC_001350,ACC_001350,A
CASE_001022,CLUSTER_0011,ACC_000071|ACC_000190|ACC_000961,ACC_000961,D
CASE_001023,CLUSTER_0026,ACC_000041|ACC_001629|ACC_001365|ACC_001238,ACC_001238,B
CASE_001024,CLUSTER_0023,ACC_000852|ACC_000287|ACC_000533|ACC_001335,ACC_001335,D
CASE_001025,CLUSTER_0012,ACC_001321|ACC_000767|ACC_001308,ACC_001308,A
CASE_001026,CLUSTER_0025,ACC_000158|ACC_001625|ACC_001288|ACC_000093,ACC_000093,D
CASE_001027,CLUSTER_0021,ACC_001441|ACC_000404|ACC_000659,ACC_000659,A
CASE_001028,CLUSTER_0020,ACC_000106|ACC_000480|ACC_000023,ACC_000023,A
CASE_001029,CLUSTER_0023,ACC_000846|ACC_000533|ACC_000267,ACC_000267,A
CASE_001030,CLUSTER_0011,ACC_000719|ACC_000190|ACC_000961,ACC_000961,A
CASE_001031,CLUSTER_0017,ACC_001071|ACC_001768|ACC_001296|ACC_001768,ACC_001768,E
CASE_001032,CLUSTER_0017,ACC_000246|ACC_000819|ACC_001296|ACC_000819,ACC_000819,B
CASE_001033,CLUSTER_0015,ACC_000347|ACC_001050|ACC_001267,ACC_001267,D
CASE_001034,CLUSTER_0008,ACC_001560|ACC_001507|ACC_001647,ACC_001647,D
CASE_001035,CLUSTER_0017,ACC_000414|ACC_001296|ACC_000819|ACC_001296,ACC_001296,E
CASE_001036,CLUSTER_0010,ACC_000326|ACC_001350|ACC_000052,ACC_000052,A
CASE_001037,CLUSTER_0021,ACC_000865|ACC_000659|ACC_000404,ACC_000404,D
CASE_001038,CLUSTER_0025,ACC_000243|ACC_001288|ACC_000093,ACC_000093,D
CASE_001039,CLUSTER_0023,ACC_001386|ACC_000287|ACC_000267,ACC_000267,D
CASE_001040,CLUSTER_0017,ACC_001229|ACC_001296|ACC_001768,ACC_001768,D
CASE_001041,CLUSTER_0020,ACC_000840|ACC_000023|ACC_000480|ACC_000023,ACC_000023,A
CASE_001042,CLUSTER_0021,ACC_000468|ACC_000404|ACC_000659,ACC_000659,A
CASE_001043,CLUSTER_0025,ACC_000257|ACC_001625|ACC_000093|ACC_001288,ACC_001288,A
CASE_001044,CLUSTER_0026,ACC_001014|ACC_001238|ACC_001365|ACC_001349,ACC_001349,B
CASE_001045,CLUSTER_0023,ACC_000989|ACC_000287|ACC_000267|ACC_001335|ACC_000287,ACC_000287,B
CASE_001046,CLUSTER_0017,ACC_000930|ACC_001768|ACC_001296|ACC_001768,ACC_001768,E
CASE_001047,CLUSTER_0011,ACC_000645|ACC_000190|ACC_000961,ACC_000961,A
CASE_001048,CLUSTER_0010,ACC_000869|ACC_000052|ACC_001350,ACC_001350,A
CASE_001049,CLUSTER_0001,ACC_000721|ACC_000524|ACC_000068|ACC_000524,ACC_000524,A
CASE_001050,CLUSTER_0015,ACC_001278|ACC_001050|ACC_001267,ACC_001267,A
CASE_001051,CLUSTER_0005,ACC_001698|ACC_000309|ACC_001788|ACC_000309|ACC_001788,ACC_001788,A
CASE_001052,CLUSTER_0023,ACC_001317|ACC_000533|ACC_000366,ACC_000366,E
CASE_001053,CLUSTER_0010,ACC_000389|ACC_000052|ACC_001350,ACC_001350,B
CASE_001054,CLUSTER_0024,ACC_000936|ACC_000378|ACC_001085|ACC_000709|ACC_000378,ACC_000378,A
CASE_001055,CLUSTER_0013,ACC_000953|ACC_001300|ACC_000011,ACC_000011,D
CASE_001056,CLUSTER_0025,ACC_001506|ACC_001288|ACC_001625|ACC_000093,ACC_000093,D
CASE_001057,CLUSTER_0002,ACC_000268|ACC_001727|ACC_001006,ACC_001006,E
CASE_001058,CLUSTER_0008,ACC_000606|ACC_001647|ACC_001507,ACC_001507,D
CASE_001059,CLUSTER_0023,ACC_000159|ACC_000287|ACC_000267|ACC_000287,ACC_000287,D
CASE_001060,CLUSTER_0021,ACC_000072|ACC_000659|ACC_000404,ACC_000404,B
CASE_001061,CLUSTER_0010,ACC_000512|ACC_001350|ACC_000052,ACC_000052,B
CASE_001062,CLUSTER_0025,ACC_000199|ACC_000093|ACC_000467|ACC_001288,ACC_001288,D
CASE_001063,CLUSTER_0021,ACC_000064|ACC_000659|ACC_000404,ACC_000404,D
CASE_001064,CLUSTER_0020,ACC_001090|ACC_000775|ACC_000023,ACC_000023,A
CASE_001065,CLUSTER_0023,ACC_001713|ACC_001335|ACC_000366|ACC_001335,ACC_001335,D
CASE_001066,CLUSTER_0021,ACC_001113|ACC_000659|ACC_000404,ACC_000404,B
CASE_001067,CLUSTER_0001,ACC_000442|ACC_000091|ACC_000524,ACC_000524,B
CASE_001068,CLUSTER_0025,ACC_001139|ACC_001288|ACC_000093,ACC_000093,D
CASE_001069,CLUSTER_0025,ACC_000072|ACC_000093|ACC_001625,ACC_001625,B
CASE_001070,CLUSTER_0020,ACC_001572|ACC_000023|ACC_000480|ACC_000023,ACC_000023,A
CASE_001071,CLUSTER_0020,ACC_000043|ACC_000023|ACC_000480|ACC_000775,ACC_000775,B
CASE_001072,CLUSTER_0024,ACC_000029|ACC_000378|ACC_001085,ACC_001085,B
CASE_001073,CLUSTER_0010,ACC_000344|ACC_000052|ACC_001350,ACC_001350,A
CASE_001074,CLUSTER_0025,ACC_000509|ACC_000467|ACC_000093,ACC_000093,B
CASE_001075,CLUSTER_0025,ACC_001281|ACC_000467|ACC_001625,ACC_001625,D
CASE_001076,CLUSTER_0017,ACC_001059|ACC_001296|ACC_000819,ACC_000819,B
CASE_001077,CLUSTER_0020,ACC_000253|ACC_000480|ACC_000775,ACC_000775,B
CASE_001078,CLUSTER_0021,ACC_000049|ACC_000659|ACC_000404,ACC_000404,A
CASE_001079,CLUSTER_0023,ACC_001025|ACC_000366|ACC_000533|ACC_001335,ACC_001335,D
CASE_001080,CLUSTER_0025,ACC_000350|ACC_001625|ACC_001288,ACC_001288,D
CASE_001081,CLUSTER_0023,ACC_000462|ACC_000287|ACC_000366|ACC_000287|ACC_000366,ACC_000366,D
CASE_001082,CLUSTER_0025,ACC_001678|ACC_000093|ACC_000467,ACC_000467,D
CASE_001083,CLUSTER_0012,ACC_000143|ACC_001308|ACC_000139|ACC_000767,ACC_000767,A
CASE_001084,CLUSTER_0020,ACC_000094|ACC_000775|ACC_000023|ACC_000775,ACC_000775,B
CASE_001085,CLUSTER_0025,ACC_001125|ACC_000467|ACC_001288|ACC_000093|ACC_001288,ACC_001288,D
CASE_001086,CLUSTER_0023,ACC_001110|ACC_000287|ACC_000533|ACC_000267|ACC_000287,ACC_000287,E
CASE_001087,CLUSTER_0023,ACC_001474|ACC_000366|ACC_000533,ACC_000533,B
CASE_001088,CLUSTER_0018,ACC_000965|ACC_000473|ACC_000335|ACC_000489|ACC_000335,ACC_000335,B
CASE_001089,CLUSTER_0020,ACC_001436|ACC_000023|ACC_000775|ACC_000480,ACC_000480,B
CASE_001090,CLUSTER_0010,ACC_000062|ACC_000052|ACC_001350,ACC_001350,B
CASE_001091,CLUSTER_0021,ACC_001236|ACC_000659|ACC_000404,ACC_000404,D
CASE_001092,CLUSTER_0020,ACC_000321|ACC_000023|ACC_000775,ACC_000775,E
